independentRank,learningStage,userTier,masteryTarget,priorityScore,canonicalForm,displayForm,unitType,independentStudy,formOfCanonical,formRelationType,parentLexicalUnitId,sourceBookCount,sourceFamilyCount,qualityStatus,lexicalUnitId,prerequisiteLexicalUnitIds,formCandidates
11601,S4_broad_receptive,R1,receptive_fluent,342,pessimism,pessimism,lexeme_candidate,True,,,,5,4,unreviewed,lu:c12e4a45405336baf7,,[]
11602,S4_broad_receptive,R1,receptive_fluent,342,piracy,piracy,lexeme_candidate,True,,,,5,4,unreviewed,lu:26ac839a96082319c9,,[]
11603,S4_broad_receptive,R1,receptive_fluent,342,playful,playful,lexeme_candidate,True,,,,5,4,unreviewed,lu:ae728d665109f1c753,,[]
11604,S4_broad_receptive,R1,receptive_fluent,342,porpoise,porpoise,lexeme_candidate,True,,,,5,4,unreviewed,lu:2c17db5eff2900874c,,[]
11605,S4_broad_receptive,R1,receptive_fluent,342,posit,posit,lexeme_candidate,True,,,,7,4,unreviewed,lu:283c4863e56225e0dc,,[]
11606,S4_broad_receptive,R1,receptive_fluent,342,potion,potion,lexeme_candidate,True,,,,7,4,unreviewed,lu:89bafc9be4b3c43614,,[]
11607,S4_broad_receptive,R1,receptive_fluent,342,princeton,Princeton,lexeme_candidate,True,,,,4,4,unreviewed,lu:54fe47fa1163ed2906,,[]
11608,S4_broad_receptive,R1,receptive_fluent,342,privileged,privileged,lexeme_candidate,True,,,,4,4,unreviewed,lu:b262f4fa9ecf5724aa,,"[{""canonicalForm"":""privilege"",""confidence"":""medium"",""lexicalUnitId"":""lu:651b3c069aa9553e5e"",""relationType"":""past_or_participle""}]"
11609,S4_broad_receptive,R1,receptive_fluent,342,quirk,quirk,lexeme_candidate,True,,,,5,4,unreviewed,lu:9a4aca1e3b3044dbcf,,[]
11610,S4_broad_receptive,R1,receptive_fluent,342,rapture,rapture,lexeme_candidate,True,,,,5,4,unreviewed,lu:9d743cc2c0e9a74d1f,,[]
11611,S4_broad_receptive,R1,receptive_fluent,342,raze,raze,lexeme_candidate,True,,,,7,4,unreviewed,lu:8c0d1696668488aae0,,[]
11612,S4_broad_receptive,R1,receptive_fluent,342,reconnaissance,reconnaissance,lexeme_candidate,True,,,,5,4,unreviewed,lu:4e7cfb7a0590568cd8,,[]
11613,S4_broad_receptive,R1,receptive_fluent,342,recreate,recreate,lexeme_candidate,True,,,,5,4,unreviewed,lu:c987c65658ffbf5151,,[]
11614,S4_broad_receptive,R1,receptive_fluent,342,regressive,regressive,lexeme_candidate,True,,,,5,4,unreviewed,lu:755384b0b236671074,,[]
11615,S4_broad_receptive,R1,receptive_fluent,342,rendition,rendition,lexeme_candidate,True,,,,5,4,unreviewed,lu:ad1967f15d9102e724,,[]
11616,S4_broad_receptive,R1,receptive_fluent,342,replete,replete,lexeme_candidate,True,,,,7,4,unreviewed,lu:1de4f30c8f8471c6d5,,[]
11617,S4_broad_receptive,R1,receptive_fluent,342,reprimand,reprimand,lexeme_candidate,True,,,,5,4,unreviewed,lu:16c01b6e18b93e2459,,[]
11618,S4_broad_receptive,R1,receptive_fluent,342,respiratory,respiratory,lexeme_candidate,True,,,,7,4,unreviewed,lu:cfd137a004938250b2,,[]
11619,S4_broad_receptive,R1,receptive_fluent,342,resultant,resultant,lexeme_candidate,True,,,,7,4,unreviewed,lu:de643f17f10966819e,,[]
11620,S4_broad_receptive,R1,receptive_fluent,342,reverent,reverent,lexeme_candidate,True,,,,5,4,unreviewed,lu:edaa9970454a5995b9,,[]
11621,S4_broad_receptive,R1,receptive_fluent,342,rhinoceros,rhinoceros,lexeme_candidate,True,,,,5,4,unreviewed,lu:c25423c4ce6d195ec2,,[]
11622,S4_broad_receptive,R1,receptive_fluent,342,rock'n'roll,rock'n'roll,lexeme_candidate,True,,,,4,4,unreviewed,lu:6e352337e6045bd2e0,,[]
11623,S4_broad_receptive,R1,receptive_fluent,342,sardine,sardine,lexeme_candidate,True,,,,5,4,unreviewed,lu:e0fe463b14d94f6775,,[]
11624,S4_broad_receptive,R1,receptive_fluent,342,sauna,sauna,lexeme_candidate,True,,,,4,4,unreviewed,lu:2f39d5eb6bb67847ca,,[]
11625,S4_broad_receptive,R1,receptive_fluent,342,scavenger,scavenger,lexeme_candidate,True,,,,5,4,unreviewed,lu:8486206a0e11778792,,[]
11626,S4_broad_receptive,R1,receptive_fluent,342,seasick,seasick,lexeme_candidate,True,,,,4,4,unreviewed,lu:0b5c5dd5271a46e463,,[]
11627,S4_broad_receptive,R1,receptive_fluent,342,secretive,secretive,lexeme_candidate,True,,,,5,4,unreviewed,lu:d3fa6a2a0cb71f1ce4,,[]
11628,S4_broad_receptive,R1,receptive_fluent,342,shady,shady,lexeme_candidate,True,,,,5,4,unreviewed,lu:b6582ba5b515312d4e,,[]
11629,S4_broad_receptive,R1,receptive_fluent,342,shrivel,shrivel,lexeme_candidate,True,,,,5,4,unreviewed,lu:1b02cad7c82dbf7919,,[]
11630,S4_broad_receptive,R1,receptive_fluent,342,signpost,signpost,lexeme_candidate,True,,,,7,4,unreviewed,lu:1a26b3038889f6cc48,,[]
11631,S4_broad_receptive,R1,receptive_fluent,342,slay,slay,lexeme_candidate,True,,,,5,4,unreviewed,lu:7f7935f574aae2c8bf,,[]
11632,S4_broad_receptive,R1,receptive_fluent,342,slovenly,slovenly,lexeme_candidate,True,,,,7,4,unreviewed,lu:f46f8f3b6216ab1721,,[]
11633,S4_broad_receptive,R1,receptive_fluent,342,snug,snug,lexeme_candidate,True,,,,5,4,unreviewed,lu:32e1a9d0bf01e5fbe8,,[]
11634,S4_broad_receptive,R1,receptive_fluent,342,sonar,sonar,lexeme_candidate,True,,,,5,4,unreviewed,lu:b33be3ea3284dd1c14,,[]
11635,S4_broad_receptive,R1,receptive_fluent,342,sonnet,sonnet,lexeme_candidate,True,,,,5,4,unreviewed,lu:a63c3d7e06f6fd5307,,[]
11636,S4_broad_receptive,R1,receptive_fluent,342,sorghum,sorghum,lexeme_candidate,True,,,,4,4,unreviewed,lu:3f66f8556fadb6b456,,[]
11637,S4_broad_receptive,R1,receptive_fluent,342,soybean,soybean,lexeme_candidate,True,,,,6,4,unreviewed,lu:d21509959bb01603b2,,[]
11638,S4_broad_receptive,R1,receptive_fluent,342,spasmodic,spasmodic,lexeme_candidate,True,,,,5,4,unreviewed,lu:51dcc50c78ede3786a,,[]
11639,S4_broad_receptive,R1,receptive_fluent,342,spoonful,spoonful,lexeme_candidate,True,,,,4,4,unreviewed,lu:3c87d213a7fa373f41,,[]
11640,S4_broad_receptive,R1,receptive_fluent,342,sportswoman,sportswoman,lexeme_candidate,True,,,,5,5,detail_crosslink_quarantined,lu:c4b48a517f566bb93c,,[]
11641,S4_broad_receptive,R1,receptive_fluent,342,spout,spout,lexeme_candidate,True,,,,5,4,unreviewed,lu:942509267d0bc47cb4,,[]
11642,S4_broad_receptive,R1,receptive_fluent,342,stabilise,stabilise,lexeme_candidate,True,,,,7,4,unreviewed,lu:51f5b86f12cac5da42,,[]
11643,S4_broad_receptive,R1,receptive_fluent,342,stanza,stanza,lexeme_candidate,True,,,,5,4,unreviewed,lu:1c444fdf36270f1222,,[]
11644,S4_broad_receptive,R1,receptive_fluent,342,symbolize,symbolize,lexeme_candidate,True,,,,5,4,unreviewed,lu:47d92ae04e71e3ac1c,,[]
11645,S4_broad_receptive,R1,receptive_fluent,342,tenor,tenor,lexeme_candidate,True,,,,5,4,unreviewed,lu:5c9f3030849010032a,,[]
11646,S4_broad_receptive,R1,receptive_fluent,342,thrash,thrash,lexeme_candidate,True,,,,5,4,unreviewed,lu:e0c7658e89ab4d0dd3,,[]
11647,S4_broad_receptive,R1,receptive_fluent,342,transcendent,transcendent,lexeme_candidate,True,,,,5,4,unreviewed,lu:f1fa7440e2bf6745e4,,[]
11648,S4_broad_receptive,R1,receptive_fluent,342,treasurer,treasurer,lexeme_candidate,True,,,,5,4,unreviewed,lu:5be5f0e2afd6faa315,,[]
11649,S4_broad_receptive,R1,receptive_fluent,342,unattractive,unattractive,lexeme_candidate,True,,,,7,4,unreviewed,lu:4a604443715d229ed4,,[]
11650,S4_broad_receptive,R1,receptive_fluent,342,underling,underling,lexeme_candidate,True,,,,5,4,unreviewed,lu:e958476eba15e93499,,[]
11651,S4_broad_receptive,R1,receptive_fluent,342,underwrite,underwrite,lexeme_candidate,True,,,,5,4,unreviewed,lu:1a33fffd990e35a29f,,[]
11652,S4_broad_receptive,R1,receptive_fluent,342,undisturbed,undisturbed,lexeme_candidate,True,,,,4,4,unreviewed,lu:b09ea824771c121a20,,[]
11653,S4_broad_receptive,R1,receptive_fluent,342,unification,unification,lexeme_candidate,True,,,,7,4,unreviewed,lu:dace6a2ee3feeee78c,,[]
11654,S4_broad_receptive,R1,receptive_fluent,342,unobtrusive,unobtrusive,lexeme_candidate,True,,,,5,4,unreviewed,lu:ba49a5c8e4c6ba7dff,,[]
11655,S4_broad_receptive,R1,receptive_fluent,342,unqualified,unqualified,lexeme_candidate,True,,,,7,4,unreviewed,lu:fb4df6cebd07cce334,,[]
11656,S4_broad_receptive,R1,receptive_fluent,342,unruly,unruly,lexeme_candidate,True,,,,5,4,unreviewed,lu:5ab60adc63f5efcd95,,[]
11657,S4_broad_receptive,R1,receptive_fluent,342,unskilled,unskilled,lexeme_candidate,True,,,,4,4,unreviewed,lu:eedadaf34752f1cbbf,,[]
11658,S4_broad_receptive,R1,receptive_fluent,342,unstable,unstable,lexeme_candidate,True,,,,5,4,unreviewed,lu:860cd3dfe0742df5f7,,[]
11659,S4_broad_receptive,R1,receptive_fluent,342,unwieldy,unwieldy,lexeme_candidate,True,,,,7,4,unreviewed,lu:213a6419cc4045a61c,,[]
11660,S4_broad_receptive,R1,receptive_fluent,342,vanilla,vanilla,lexeme_candidate,True,,,,5,4,unreviewed,lu:e215e62762d918d8a5,,[]
11661,S4_broad_receptive,R1,receptive_fluent,342,virile,virile,lexeme_candidate,True,,,,5,4,unreviewed,lu:544128a84b6370bc0f,,[]
11662,S4_broad_receptive,R1,receptive_fluent,342,virtuoso,virtuoso,lexeme_candidate,True,,,,7,4,unreviewed,lu:5681c2fe6fa4cf5bd9,,[]
11663,S4_broad_receptive,R1,receptive_fluent,342,vista,vista,lexeme_candidate,True,,,,5,4,conflicting_variants,lu:4ba85c1dd6ba3eea45,,[]
11664,S4_broad_receptive,R1,receptive_fluent,342,wales,wales,lexeme_candidate,True,,,,4,4,unreviewed,lu:7f96429b66196319ba,,[]
11665,S4_broad_receptive,R1,receptive_fluent,342,welsh,welsh,lexeme_candidate,True,,,,5,4,unreviewed,lu:22a9d21b59f23cdcff,,[]
11666,S4_broad_receptive,R1,receptive_fluent,342,westward,westward,lexeme_candidate,True,,,,4,4,unreviewed,lu:5069eacfc722659f0b,,[]
11667,S4_broad_receptive,R1,receptive_fluent,342,works,works,lexeme_candidate,True,,,,4,4,unreviewed,lu:40afdc517da68eb0a8,,"[{""canonicalForm"":""work"",""confidence"":""medium"",""lexicalUnitId"":""lu:bfcacea9477b743be9"",""relationType"":""plural_or_3sg""}]"
11668,S4_broad_receptive,R1,receptive_fluent,341,apposite,apposite,lexeme_candidate,True,,,,9,3,unreviewed,lu:42ad502efdb2f659a3,,[]
11669,S4_broad_receptive,R1,receptive_fluent,341,balm,balm,lexeme_candidate,True,,,,7,3,unreviewed,lu:04e8d9e5a499607035,,[]
11670,S4_broad_receptive,R1,receptive_fluent,341,beleaguer,beleaguer,lexeme_candidate,True,,,,9,3,unreviewed,lu:2a095520c1a1aceb35,,[]
11671,S4_broad_receptive,R1,receptive_fluent,341,bona fide,bona fide,multiword_expression,True,,,,4,4,unreviewed,lu:a5524054dc6e0cddf5,,[]
11672,S4_broad_receptive,R1,receptive_fluent,341,callous,callous,lexeme_candidate,True,,,,9,3,unreviewed,lu:c2aa190373beace8f8,,[]
11673,S4_broad_receptive,R1,receptive_fluent,341,carp,carp,lexeme_candidate,True,,,,7,3,unreviewed,lu:64f168bfeaa8bc09be,,[]
11674,S4_broad_receptive,R1,receptive_fluent,341,checklist,checklist,lexeme_candidate,True,,,,7,3,unreviewed,lu:7725689099b4bb6b57,,[]
11675,S4_broad_receptive,R1,receptive_fluent,341,chinatown,Chinatown,lexeme_candidate,True,,,,4,3,unreviewed,lu:19c6f9ae39de0eeac3,,[]
11676,S4_broad_receptive,R1,receptive_fluent,341,conciliate,conciliate,lexeme_candidate,True,,,,7,3,unreviewed,lu:e72d9d36a48aa294b8,,[]
11677,S4_broad_receptive,R1,receptive_fluent,341,conflate,conflate,lexeme_candidate,True,,,,7,3,unreviewed,lu:a4f368c47ed2f9049e,,[]
11678,S4_broad_receptive,R1,receptive_fluent,341,confound,confound,lexeme_candidate,True,,,,9,3,conflicting_variants,lu:af6be1bbd0622d0c3d,,[]
11679,S4_broad_receptive,R1,receptive_fluent,341,connexion,connexion,lexeme_candidate,True,,,,9,3,conflicting_variants,lu:a836167ac373cebdbf,,[]
11680,S4_broad_receptive,R1,receptive_fluent,341,conundrum,conundrum,lexeme_candidate,True,,,,9,3,unreviewed,lu:8113ed561c06ea646c,,[]
11681,S4_broad_receptive,R1,receptive_fluent,341,conversant,conversant,lexeme_candidate,True,,,,7,3,unreviewed,lu:109fc45758b4d43099,,[]
11682,S4_broad_receptive,R1,receptive_fluent,341,countenance,countenance,lexeme_candidate,True,,,,7,3,unreviewed,lu:62a5daaa4f390c9bf7,,[]
11683,S4_broad_receptive,R1,receptive_fluent,341,crook,crook,lexeme_candidate,True,,,,7,3,unreviewed,lu:66d4ea80c61db3a7e7,,[]
11684,S4_broad_receptive,R1,receptive_fluent,341,dawdle,dawdle,lexeme_candidate,True,,,,7,3,unreviewed,lu:c6a4b61d715f9bc821,,[]
11685,S4_broad_receptive,R1,receptive_fluent,341,dexterous,dexterous,lexeme_candidate,True,,,,9,3,unreviewed,lu:640a986b2dd4438ba0,,[]
11686,S4_broad_receptive,R1,receptive_fluent,341,digress,digress,lexeme_candidate,True,,,,7,3,unreviewed,lu:dd205a18735cd92dd6,,[]
11687,S4_broad_receptive,R1,receptive_fluent,341,discursive,discursive,lexeme_candidate,True,,,,7,3,unreviewed,lu:6851a9a81bb88d2b5b,,[]
11688,S4_broad_receptive,R1,receptive_fluent,341,dissolute,dissolute,lexeme_candidate,True,,,,7,3,unreviewed,lu:a56bb4c46c47ff62a0,,[]
11689,S4_broad_receptive,R1,receptive_fluent,341,doodle,doodle,lexeme_candidate,True,,,,7,3,unreviewed,lu:f71c6d561feb5f6380,,[]
11690,S4_broad_receptive,R1,receptive_fluent,341,evanescent,evanescent,lexeme_candidate,True,,,,9,3,unreviewed,lu:1fdff9ab0a937f1c8a,,[]
11691,S4_broad_receptive,R1,receptive_fluent,341,evasive,evasive,lexeme_candidate,True,,,,7,3,unreviewed,lu:eebdec3929084d1175,,[]
11692,S4_broad_receptive,R1,receptive_fluent,341,exult,exult,lexeme_candidate,True,,,,7,3,unreviewed,lu:26f0c685730665750d,,[]
11693,S4_broad_receptive,R1,receptive_fluent,341,finicky,finicky,lexeme_candidate,True,,,,7,3,unreviewed,lu:b721817682b3057d79,,[]
11694,S4_broad_receptive,R1,receptive_fluent,341,galvanize,galvanize,lexeme_candidate,True,,,,9,3,unreviewed,lu:512379a7fbeb58ee2e,,[]
11695,S4_broad_receptive,R1,receptive_fluent,341,garrulous,garrulous,lexeme_candidate,True,,,,9,3,unreviewed,lu:e03227f5abcb1f62f1,,[]
11696,S4_broad_receptive,R1,receptive_fluent,341,gaudy,gaudy,lexeme_candidate,True,,,,6,3,unreviewed,lu:bfcda5ac6b6a23a3d6,,[]
11697,S4_broad_receptive,R1,receptive_fluent,341,genteel,genteel,lexeme_candidate,True,,,,7,3,unreviewed,lu:4ed8b9f0ead799d66f,,[]
11698,S4_broad_receptive,R1,receptive_fluent,341,grate,grate,lexeme_candidate,True,,,,7,3,unreviewed,lu:6670badc5bef0d147f,,[]
11699,S4_broad_receptive,R1,receptive_fluent,341,gratification,gratification,lexeme_candidate,True,,,,7,3,unreviewed,lu:c90c82eb8dd0f7bd8e,,[]
11700,S4_broad_receptive,R1,receptive_fluent,341,grovel,grovel,lexeme_candidate,True,,,,7,3,unreviewed,lu:83c9bb1a48fe5cc667,,[]
11701,S4_broad_receptive,R1,receptive_fluent,341,headlong,headlong,lexeme_candidate,True,,,,7,3,unreviewed,lu:47e051d28b9d0a26a8,,[]
11702,S4_broad_receptive,R1,receptive_fluent,341,hearten,hearten,lexeme_candidate,True,,,,7,3,unreviewed,lu:08fa9f4d05d9c341d2,,[]
11703,S4_broad_receptive,R1,receptive_fluent,341,heresy,heresy,lexeme_candidate,True,,,,7,3,unreviewed,lu:a85b430263d3059e0f,,[]
11704,S4_broad_receptive,R1,receptive_fluent,341,heterodox,heterodox,lexeme_candidate,True,,,,9,3,unreviewed,lu:dceee7922e974e1f3f,,[]
11705,S4_broad_receptive,R1,receptive_fluent,341,hew,hew,lexeme_candidate,True,,,,7,3,unreviewed,lu:4b75a8b7742336c1ee,,[]
11706,S4_broad_receptive,R1,receptive_fluent,341,hymn,hymn,lexeme_candidate,True,,,,7,3,unreviewed,lu:46352ca648d65bcb19,,[]
11707,S4_broad_receptive,R1,receptive_fluent,341,ignominy,ignominy,lexeme_candidate,True,,,,7,3,unreviewed,lu:8085faa89b5ebf95db,,[]
11708,S4_broad_receptive,R1,receptive_fluent,341,immaterial,immaterial,lexeme_candidate,True,,,,7,3,unreviewed,lu:c6e8c1a8dacc30a3e1,,[]
11709,S4_broad_receptive,R1,receptive_fluent,341,in vain,in vain,multiword_expression,True,,,,6,4,unreviewed,lu:eff616c3905176c18a,lu:3575fa1b8632b3ec1f;lu:2629af727d4922d921,[]
11710,S4_broad_receptive,R1,receptive_fluent,341,inanimate,inanimate,lexeme_candidate,True,,,,7,3,unreviewed,lu:4110f257d1e6c3e807,,[]
11711,S4_broad_receptive,R1,receptive_fluent,341,incarnate,incarnate,lexeme_candidate,True,,,,7,3,unreviewed,lu:08587342c083c1bd32,,[]
11712,S4_broad_receptive,R1,receptive_fluent,341,incendiary,incendiary,lexeme_candidate,True,,,,7,3,unreviewed,lu:8f18ea3fbdd9c0c322,,[]
11713,S4_broad_receptive,R1,receptive_fluent,341,indigent,indigent,lexeme_candidate,True,,,,9,3,unreviewed,lu:88f9c7286241d68f44,,[]
11714,S4_broad_receptive,R1,receptive_fluent,341,indistinguishable,indistinguishable,lexeme_candidate,True,,,,6,4,detail_crosslink_quarantined,lu:3d1cabb605a10c5eb8,,[]
11715,S4_broad_receptive,R1,receptive_fluent,341,interdependent,interdependent,lexeme_candidate,True,,,,7,3,unreviewed,lu:45db6fd847aaea4e23,,[]
11716,S4_broad_receptive,R1,receptive_fluent,341,interminable,interminable,lexeme_candidate,True,,,,7,3,unreviewed,lu:7e337b7335c3742c23,,[]
11717,S4_broad_receptive,R1,receptive_fluent,341,loath,loath,lexeme_candidate,True,,,,9,3,unreviewed,lu:a6d7ed199c6c01eb2c,,[]
11718,S4_broad_receptive,R1,receptive_fluent,341,matriculate,matriculate,lexeme_candidate,True,,,,7,3,unreviewed,lu:14eb241718925d1a37,,[]
11719,S4_broad_receptive,R1,receptive_fluent,341,meager,meager,lexeme_candidate,True,,,,9,3,unreviewed,lu:87a0c1a10af3cc6375,,[]
11720,S4_broad_receptive,R1,receptive_fluent,341,mediation,mediation,lexeme_candidate,True,,,,7,3,unreviewed,lu:de7c6750ff75535317,,[]
11721,S4_broad_receptive,R1,receptive_fluent,341,monolithic,monolithic,lexeme_candidate,True,,,,7,3,unreviewed,lu:51e923045191fafc5d,,[]
11722,S4_broad_receptive,R1,receptive_fluent,341,narrator,narrator,lexeme_candidate,True,,,,6,3,unreviewed,lu:20c7c584aaffe692dd,,[]
11723,S4_broad_receptive,R1,receptive_fluent,341,nebulous,nebulous,lexeme_candidate,True,,,,9,3,unreviewed,lu:3aa6bf8e8143a3b0ca,,[]
11724,S4_broad_receptive,R1,receptive_fluent,341,nonchalant,nonchalant,lexeme_candidate,True,,,,9,3,unreviewed,lu:dd93e2a0d853465bf9,,[]
11725,S4_broad_receptive,R1,receptive_fluent,341,nudge,nudge,lexeme_candidate,True,,,,6,3,unreviewed,lu:244043501f8f6f7874,,[]
11726,S4_broad_receptive,R1,receptive_fluent,341,obdurate,obdurate,lexeme_candidate,True,,,,9,3,unreviewed,lu:bdbfb86a08c8d2292d,,[]
11727,S4_broad_receptive,R1,receptive_fluent,341,obsequious,obsequious,lexeme_candidate,True,,,,9,3,unreviewed,lu:ecec32c69e78a39f6f,,[]
11728,S4_broad_receptive,R1,receptive_fluent,341,panoramic,panoramic,lexeme_candidate,True,,,,7,3,unreviewed,lu:8dad4abfff3fff7a35,,[]
11729,S4_broad_receptive,R1,receptive_fluent,341,permeable,permeable,lexeme_candidate,True,,,,9,3,unreviewed,lu:43fe8488fb9fd60fb2,,[]
11730,S4_broad_receptive,R1,receptive_fluent,341,plush,plush,lexeme_candidate,True,,,,7,3,unreviewed,lu:33d0760bac038fd197,,[]
11731,S4_broad_receptive,R1,receptive_fluent,341,pry,pry,lexeme_candidate,True,,,,6,3,unreviewed,lu:952d91c603b5a62445,,[]
11732,S4_broad_receptive,R1,receptive_fluent,341,quixotic,quixotic,lexeme_candidate,True,,,,9,3,unreviewed,lu:69c9d97c52b531e8e6,,[]
11733,S4_broad_receptive,R1,receptive_fluent,341,rant,rant,lexeme_candidate,True,,,,8,3,unreviewed,lu:bfd3b0273c5d5696f7,,[]
11734,S4_broad_receptive,R1,receptive_fluent,341,recant,recant,lexeme_candidate,True,,,,9,3,unreviewed,lu:9603f2ee8af6c71339,,[]
11735,S4_broad_receptive,R1,receptive_fluent,341,recoil,recoil,lexeme_candidate,True,,,,9,3,unreviewed,lu:3c2d71acf670b1446d,,[]
11736,S4_broad_receptive,R1,receptive_fluent,341,recondite,recondite,lexeme_candidate,True,,,,9,3,unreviewed,lu:f1077ac3f016566af8,,[]
11737,S4_broad_receptive,R1,receptive_fluent,341,respite,respite,lexeme_candidate,True,,,,9,3,unreviewed,lu:83284b07c942bf37bb,,[]
11738,S4_broad_receptive,R1,receptive_fluent,341,restorative,restorative,lexeme_candidate,True,,,,7,3,unreviewed,lu:ce6e370f42b673c38b,,[]
11739,S4_broad_receptive,R1,receptive_fluent,341,savant,savant,lexeme_candidate,True,,,,6,3,unreviewed,lu:f937becdaad9682fc7,,[]
11740,S4_broad_receptive,R1,receptive_fluent,341,sidestep,sidestep,lexeme_candidate,True,,,,9,3,unreviewed,lu:1916ac77d2366a991f,,[]
11741,S4_broad_receptive,R1,receptive_fluent,341,slouch,slouch,lexeme_candidate,True,,,,7,3,conflicting_variants,lu:07050a2de259db55b6,,[]
11742,S4_broad_receptive,R1,receptive_fluent,341,spleen,spleen,lexeme_candidate,True,,,,7,3,unreviewed,lu:a0b5f4acf28ebc8001,,[]
11743,S4_broad_receptive,R1,receptive_fluent,341,squall,squall,lexeme_candidate,True,,,,7,3,unreviewed,lu:bf9cb472512b33ea0c,,[]
11744,S4_broad_receptive,R1,receptive_fluent,341,stingy,stingy,lexeme_candidate,True,,,,9,3,unreviewed,lu:f82448e4470c90762f,,[]
11745,S4_broad_receptive,R1,receptive_fluent,341,stricture,stricture,lexeme_candidate,True,,,,7,3,unreviewed,lu:856f8ca4db0bc7e166,,[]
11746,S4_broad_receptive,R1,receptive_fluent,341,taciturn,taciturn,lexeme_candidate,True,,,,9,3,unreviewed,lu:7416eb3e998b14d4de,,[]
11747,S4_broad_receptive,R1,receptive_fluent,341,tantamount,tantamount,lexeme_candidate,True,,,,9,3,unreviewed,lu:9f047eb79046d61eb0,,[]
11748,S4_broad_receptive,R1,receptive_fluent,341,taut,taut,lexeme_candidate,True,,,,7,3,unreviewed,lu:8bf0ac08b4a7f2f8a7,,[]
11749,S4_broad_receptive,R1,receptive_fluent,341,thorny,thorny,lexeme_candidate,True,,,,7,3,unreviewed,lu:93d4a68be8b622f699,,[]
11750,S4_broad_receptive,R1,receptive_fluent,341,tier,tier,lexeme_candidate,True,,,,6,5,unreviewed,lu:c45198cbf1bd2e3c91,,[]
11751,S4_broad_receptive,R1,receptive_fluent,341,unconsciously,unconsciously,lexeme_candidate,True,,,,6,3,unreviewed,lu:5492b636d72eb19c87,,[]
11752,S4_broad_receptive,R1,receptive_fluent,341,undercut,undercut,lexeme_candidate,True,,,,7,3,unreviewed,lu:93e3f0c1d2dbb3a3e4,,[]
11753,S4_broad_receptive,R1,receptive_fluent,341,venal,venal,lexeme_candidate,True,,,,9,3,unreviewed,lu:d6587089d92283bcf1,,[]
11754,S4_broad_receptive,R1,receptive_fluent,341,verve,verve,lexeme_candidate,True,,,,7,3,unreviewed,lu:f8dd7c252a633c1e86,,[]
11755,S4_broad_receptive,R1,receptive_fluent,340,acquittal,acquittal,lexeme_candidate,True,,,,4,4,unreviewed,lu:c2e330db0138929546,,[]
11756,S4_broad_receptive,R1,receptive_fluent,340,acrophobia,acrophobia,lexeme_candidate,True,,,,4,4,unreviewed,lu:63d7e4f6b090332350,,[]
11757,S4_broad_receptive,R1,receptive_fluent,340,actuality,actuality,lexeme_candidate,True,,,,4,4,unreviewed,lu:d0dcc06dd0b7351c30,,[]
11758,S4_broad_receptive,R1,receptive_fluent,340,adherence,adherence,lexeme_candidate,True,,,,6,4,unreviewed,lu:bf31b872de655a6167,,[]
11759,S4_broad_receptive,R1,receptive_fluent,340,aerobic,aerobic,lexeme_candidate,True,,,,4,4,unreviewed,lu:4d67242cddbd169ca8,,[]
11760,S4_broad_receptive,R1,receptive_fluent,340,affluence,affluence,lexeme_candidate,True,,,,4,4,unreviewed,lu:6904efeb5253d1cff8,,[]
11761,S4_broad_receptive,R1,receptive_fluent,340,aggressor,aggressor,lexeme_candidate,True,,,,4,4,unreviewed,lu:3592586011646f5a83,,[]
11762,S4_broad_receptive,R1,receptive_fluent,340,agitation,agitation,lexeme_candidate,True,,,,4,4,unreviewed,lu:b8fe47786c0f2654a2,,[]
11763,S4_broad_receptive,R1,receptive_fluent,340,allusion,allusion,lexeme_candidate,True,,,,6,4,unreviewed,lu:c516d5afc957df57c4,,[]
11764,S4_broad_receptive,R1,receptive_fluent,340,amorous,amorous,lexeme_candidate,True,,,,4,4,unreviewed,lu:3f95e723491281f0e8,,[]
11765,S4_broad_receptive,R1,receptive_fluent,340,apiece,apiece,lexeme_candidate,True,,,,4,4,unreviewed,lu:c6695b42361c17e388,,[]
11766,S4_broad_receptive,R1,receptive_fluent,340,apparel,apparel,lexeme_candidate,True,,,,4,4,unreviewed,lu:beca77ab170b83a532,,[]
11767,S4_broad_receptive,R1,receptive_fluent,340,apprenticeship,apprenticeship,lexeme_candidate,True,,,,4,4,unreviewed,lu:1ab129bd41d7b13fde,,[]
11768,S4_broad_receptive,R1,receptive_fluent,340,aquifer,aquifer,lexeme_candidate,True,,,,4,4,unreviewed,lu:66d220a751cd85ae76,,[]
11769,S4_broad_receptive,R1,receptive_fluent,340,archipelago,archipelago,lexeme_candidate,True,,,,4,4,unreviewed,lu:434acc28a5bb1a4b86,,[]
11770,S4_broad_receptive,R1,receptive_fluent,340,ardor,ardor,lexeme_candidate,True,,,,6,4,unreviewed,lu:ad5fb7ae059ec511a0,,[]
11771,S4_broad_receptive,R1,receptive_fluent,340,aura,aura,lexeme_candidate,True,,,,4,4,unreviewed,lu:695e14041c1a01d92f,,[]
11772,S4_broad_receptive,R1,receptive_fluent,340,authenticity,authenticity,lexeme_candidate,True,,,,4,4,unreviewed,lu:8d5deabed978ef16ed,,[]
11773,S4_broad_receptive,R1,receptive_fluent,340,autopsy,autopsy,lexeme_candidate,True,,,,4,4,unreviewed,lu:d3ccee9528eb218620,,[]
